old_url,new_url
/microsoft-integration/power-automate/configuration-guide,/solutions/power-automate/configuration-guide
/microsoft-integration/power-automate/post-configuration-guide,/solutions/power-automate/post-configuration-guide
/microsoft-integration/power-automate/pre-configuration-guide,/solutions/power-automate/pre-configuration-guide
/microsoft-integration/power-automate/private-network,/solutions/power-automate/private-network
/microsoft-integration/powerapps,/solutions/power-apps
/microsoft-integration/powerapps/configuration-guide,/solutions/power-apps/configuration-guide
/microsoft-integration/powerapps/external-features,/solutions/power-apps/external-features
/microsoft-integration/powerapps/features,/solutions/power-apps/features
/microsoft-integration/powerapps/features/create-batch-approval-workflow,/solutions/power-apps/create-batch-approval-workflow
/microsoft-integration/powerapps/features/create-streams,/solutions/power-apps/create-streams
/microsoft-integration/powerapps/features/create-workflow,/solutions/power-apps/create-workflow
/microsoft-integration/powerapps/features/sync-dataverse,/solutions/power-apps/sync-dataverse
/microsoft-integration/powerapps/features/sync-entitytypes,/solutions/power-apps/sync-entitytypes
/microsoft-integration/powerapps/pre-configuration-guide,/solutions/power-apps/pre-configuration-guide
/microsoft-integration/powerapps/setup-connections,/solutions/power-apps/setup-connections
/microsoft-integration/powerapps/setup-credentials,/solutions/power-apps/setup-credentials
/microsoft-integration/purview,/solutions/purview
/microsoft-integration/purview/configuration-guide,/solutions/purview/configuration-guide
/microsoft-integration/purview/data-factory-pipeline-automation,/solutions/purview/data-factory-pipeline-automation
/microsoft-integration/purview/data-factory-pipeline-run-schedule,/solutions/purview/data-factory-pipeline-run-schedule
/microsoft-integration/purview/introduction,/solutions/purview/features
/microsoft-integration/purview/pre-configuration-guide,/solutions/purview/pre-configuration-guide
/microsoft-integration/purview/setup,/solutions/purview/setup
/microsoft-integration/purview/sync-clean-projects-to-purview,/solutions/purview/sync-clean-projects-to-purview
/microsoft-integration/purview/sync-data-products,/solutions/purview/sync-data-products
/microsoft-integration/purview/sync-data-sources,/solutions/purview/sync-data-sources
/microsoft-integration/purview/sync-deduplication-projects-to-purview,/solutions/purview/sync-deduplication-projects-to-purview
/microsoft-integration/purview/sync-manual-data-entry-to-purview,/solutions/purview/sync-manual-data-entry-to-purview
/microsoft-integration/purview/sync-processing-rules-to-purview,/solutions/purview/sync-processing-rules-to-purview
/microsoft-integration/purview/sync-purview-glossaries-to-cluedin-glossaries,/solutions/purview/sync-purview-glossaries-to-cluedin-glossaries
/microsoft-integration/purview/sync-purview-glossaries-to-cluedin-vocabularies,/solutions/purview/sync-purview-glossaries-to-cluedin-vocabularies
/microsoft-integration/purview/sync-streams-to-purview,/solutions/purview/sync-streams-to-purview
/paas-operations,/operate
/paas-operations/automation/backup-runbook,/operate/backup-and-restore/backup-runbook
/paas-operations/automation/copy-snapshots-runbook,/operate/backup-and-restore/copy-snapshots-runbook
/paas-operations/automation/disaster-recovery-runbook,/operate/backup-and-restore/disaster-recovery-runbook
/paas-operations/automation/disaster-recovery-runbook-failover-database,/operate/backup-and-restore/disaster-recovery-runbook-failover-database
/paas-operations/automation/legacy/disaster-recovery-runbook,/archive/historical-operations/disaster-recovery-runbook-pre-2025-09
/paas-operations/automation/restore-runbook,/operate/backup-and-restore/restore-runbook
/paas-operations/automation/traffic-manager-runbook,/operate/backup-and-restore/traffic-manager-runbook
/paas-operations/azure-mssql-migration,/operate/operations/azure-mssql-migration
/paas-operations/common-questions,/operate/operations/common-questions
/paas-operations/config/dedicated-stream-processing-pod,/operate/configuration/dedicated-stream-processing-pod
/paas-operations/config/modify-response-headers,/operate/configuration/modify-response-headers
/paas-operations/configuration,/operate/configuration
/paas-operations/cost-reduction,/operate/cost-and-scaling/cost-reduction
/paas-operations/private-endpoint,/operate/configuration/private-endpoint
/paas-operations/queues-in-cluedin,/operate/queues-in-cluedin
/paas-operations/reset-tool,/operate/operations/reset-tool
/paas-operations/review-logs-in-log-analytics-workspace,/operate/monitoring/review-logs-in-log-analytics-workspace
/paas-operations/security-inventory,/operate/security/security-inventory
/paas-operations/support-scope,/operate/operations/support-scope
/paas-operations/upgrade,/operate/upgrade
/paas-operations/upgrade/2024-01,/operate/upgrade/2024-01
/paas-operations/upgrade/2024-03,/operate/upgrade/2024-03
/paas-operations/upgrade/2024-04,/operate/upgrade/2024-04
/paas-operations/upgrade/2024-07,/operate/upgrade/2024-07
/paas-operations/upgrade/2024-07-01,/operate/upgrade/2024-07-01
/paas-operations/upgrade/2024-07-02,/operate/upgrade/2024-07-02
/paas-operations/upgrade/2024-07-03,/operate/upgrade/2024-07-03
/paas-operations/upgrade/2024-12,/operate/upgrade/2024-12
/paas-operations/upgrade/2024-12-01,/operate/upgrade/2024-12-01
/paas-operations/upgrade/2024-12-02,/operate/upgrade/2024-12-02
/paas-operations/upgrade/2025-05-00,/operate/upgrade/2025-05-00
/paas-operations/upgrade/2025-05-01,/operate/upgrade/2025-05-01
/paas-operations/upgrade/2025-05-02,/operate/upgrade/2025-05-02
/paas-operations/upgrade/2025-09-00,/operate/upgrade/2025-09-00
/paas-operations/upgrade/2026-01-00,/operate/upgrade/2026-01-00
/paas-operations/upgrade/2026-01-00-support,/operate/upgrade/2026-01-00-support
/paas-operations/upgrade/2026-02-00,/operate/upgrade/2026-02-00
/paas-operations/upgrade/aks,/operate/upgrade/aks
/paas-operations/upgrade/guide,/operate/upgrade/guide
/paas-operations/upgrade/guide/common-upgrade-operations,/operate/upgrade/common-upgrade-operations
/paas-operations/upgrade/guide/perform-the-upgrade,/operate/upgrade/perform-the-upgrade
